,right,r_d,straight,l_d,left,back,type_3
1042,train_set/air_max_vapormax/Nike_Air_VaporMax_95_Comet6.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_95_Comet7.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_95_Comet8.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_95_Comet9.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_95_Comet10.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_95_Comet11.jpg,air_max_vapormax
61,train_set/running/Nike_Classic_Cortez_Stranger_Things_Independence_Day_Pack_right.jpg,train_set/running/Nike_Classic_Cortez_Stranger_Things_Independence_Day_Pack_r_d.jpg,train_set/running/Nike_Classic_Cortez_Stranger_Things_Independence_Day_Pack_straight.jpg,train_set/running/Nike_Classic_Cortez_Stranger_Things_Independence_Day_Pack_l_d.jpg,train_set/running/Nike_Classic_Cortez_Stranger_Things_Independence_Day_Pack_left.jpg,train_set/running/Nike_Classic_Cortez_Stranger_Things_Independence_Day_Pack_back.jpg,running
1307,train_set/air_max_1/Nike_Air_Max_1_Vast_Grey6.jpg,train_set/air_max_1/Nike_Air_Max_1_Vast_Grey7.jpg,train_set/air_max_1/Nike_Air_Max_1_Vast_Grey8.jpg,train_set/air_max_1/Nike_Air_Max_1_Vast_Grey9.jpg,train_set/air_max_1/Nike_Air_Max_1_Vast_Grey10.jpg,train_set/air_max_1/Nike_Air_Max_1_Vast_Grey11.jpg,air_max_1
1048,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Triple_Red6.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Triple_Red7.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Triple_Red8.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Triple_Red9.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Triple_Red10.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Triple_Red11.jpg,air_max_vapormax
324,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Triple_Black_W_right.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Triple_Black_W_r_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Triple_Black_W_straight.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Triple_Black_W_l_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Triple_Black_W_left.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Triple_Black_W_back.jpg,air_max_vapormax
596,train_set/air_force_1/Nike_Air_Force_1_Low_QS_Black_White_right.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_QS_Black_White_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_QS_Black_White_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_QS_Black_White_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_QS_Black_White_left.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_QS_Black_White_back.jpg,air_force_1
434,train_set/basketball/Nike_Kobe_AD_NXT_FF_Queen_right.jpg,train_set/basketball/Nike_Kobe_AD_NXT_FF_Queen_r_d.jpg,train_set/basketball/Nike_Kobe_AD_NXT_FF_Queen_straight.jpg,train_set/basketball/Nike_Kobe_AD_NXT_FF_Queen_l_d.jpg,train_set/basketball/Nike_Kobe_AD_NXT_FF_Queen_left.jpg,train_set/basketball/Nike_Kobe_AD_NXT_FF_Queen_back.jpg,basketball
437,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Throwback_Future_right.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Throwback_Future_r_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Throwback_Future_straight.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Throwback_Future_l_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Throwback_Future_left.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Flyknit_3_Throwback_Future_back.jpg,air_max_vapormax
5,train_set/basketball/Nike_Dunk_Low_SP_Kentucky_2020_right.jpg,train_set/basketball/Nike_Dunk_Low_SP_Kentucky_2020_r_d.jpg,train_set/basketball/Nike_Dunk_Low_SP_Kentucky_2020_straight.jpg,train_set/basketball/Nike_Dunk_Low_SP_Kentucky_2020_l_d.jpg,train_set/basketball/Nike_Dunk_Low_SP_Kentucky_2020_left.jpg,train_set/basketball/Nike_Dunk_Low_SP_Kentucky_2020_back.jpg,basketball
960,train_set/running/Nike_Tailwind_79_Stranger_Things_Independence_Day_Pack6.jpg,train_set/running/Nike_Tailwind_79_Stranger_Things_Independence_Day_Pack7.jpg,train_set/running/Nike_Tailwind_79_Stranger_Things_Independence_Day_Pack8.jpg,train_set/running/Nike_Tailwind_79_Stranger_Things_Independence_Day_Pack9.jpg,train_set/running/Nike_Tailwind_79_Stranger_Things_Independence_Day_Pack10.jpg,train_set/running/Nike_Tailwind_79_Stranger_Things_Independence_Day_Pack11.jpg,running
40,train_set/other/Nike_Daybreak_Undercover_Black_right.jpg,train_set/other/Nike_Daybreak_Undercover_Black_r_d.jpg,train_set/other/Nike_Daybreak_Undercover_Black_straight.jpg,train_set/other/Nike_Daybreak_Undercover_Black_l_d.jpg,train_set/other/Nike_Daybreak_Undercover_Black_left.jpg,train_set/other/Nike_Daybreak_Undercover_Black_back.jpg,other
25,train_set/basketball/Nike_LeBron_7_Fairfax_Away_2020_right.jpg,train_set/basketball/Nike_LeBron_7_Fairfax_Away_2020_r_d.jpg,train_set/basketball/Nike_LeBron_7_Fairfax_Away_2020_straight.jpg,train_set/basketball/Nike_LeBron_7_Fairfax_Away_2020_l_d.jpg,train_set/basketball/Nike_LeBron_7_Fairfax_Away_2020_left.jpg,train_set/basketball/Nike_LeBron_7_Fairfax_Away_2020_back.jpg,basketball
1256,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_Blue_Fury6.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_Blue_Fury7.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_Blue_Fury8.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_Blue_Fury9.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_Blue_Fury10.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Pro_Blue_Fury11.jpg,skateboarding
1387,train_set/other/Nike_LD_Waffle_Sacai_Blue_Multi6.jpg,train_set/other/Nike_LD_Waffle_Sacai_Blue_Multi7.jpg,train_set/other/Nike_LD_Waffle_Sacai_Blue_Multi8.jpg,train_set/other/Nike_LD_Waffle_Sacai_Blue_Multi9.jpg,train_set/other/Nike_LD_Waffle_Sacai_Blue_Multi10.jpg,train_set/other/Nike_LD_Waffle_Sacai_Blue_Multi11.jpg,other
831,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Aurora_Cosmic_Clay_right.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Aurora_Cosmic_Clay_r_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Aurora_Cosmic_Clay_straight.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Aurora_Cosmic_Clay_l_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Aurora_Cosmic_Clay_left.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Plus_Aurora_Cosmic_Clay_back.jpg,air_max_vapormax
368,train_set/air_max_1/Nike_Air_Max_1_Tokyo_Maze_right.jpg,train_set/air_max_1/Nike_Air_Max_1_Tokyo_Maze_r_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Tokyo_Maze_straight.jpg,train_set/air_max_1/Nike_Air_Max_1_Tokyo_Maze_l_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Tokyo_Maze_left.jpg,train_set/air_max_1/Nike_Air_Max_1_Tokyo_Maze_back.jpg,air_max_1
1198,train_set/air_max_90/Nike_Air_Max_90_Viotech_OG6.jpg,train_set/air_max_90/Nike_Air_Max_90_Viotech_OG7.jpg,train_set/air_max_90/Nike_Air_Max_90_Viotech_OG8.jpg,train_set/air_max_90/Nike_Air_Max_90_Viotech_OG9.jpg,train_set/air_max_90/Nike_Air_Max_90_Viotech_OG10.jpg,train_set/air_max_90/Nike_Air_Max_90_Viotech_OG11.jpg,air_max_90
852,train_set/air_max/Nike_Air_Max_270_Coral_Stardust_W_right.jpg,train_set/air_max/Nike_Air_Max_270_Coral_Stardust_W_r_d.jpg,train_set/air_max/Nike_Air_Max_270_Coral_Stardust_W_straight.jpg,train_set/air_max/Nike_Air_Max_270_Coral_Stardust_W_l_d.jpg,train_set/air_max/Nike_Air_Max_270_Coral_Stardust_W_left.jpg,train_set/air_max/Nike_Air_Max_270_Coral_Stardust_W_back.jpg,air_max
98,train_set/air_max_1/Nike_Air_Max_1_Atmos_Elephant_2017_right.jpg,train_set/air_max_1/Nike_Air_Max_1_Atmos_Elephant_2017_r_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Atmos_Elephant_2017_straight.jpg,train_set/air_max_1/Nike_Air_Max_1_Atmos_Elephant_2017_l_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Atmos_Elephant_2017_left.jpg,train_set/air_max_1/Nike_Air_Max_1_Atmos_Elephant_2017_back.jpg,air_max_1
179,train_set/air_max_1/Nike_Air_Max_1_Chinese_New_Year_Longevity_2020_right.jpg,train_set/air_max_1/Nike_Air_Max_1_Chinese_New_Year_Longevity_2020_r_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Chinese_New_Year_Longevity_2020_straight.jpg,train_set/air_max_1/Nike_Air_Max_1_Chinese_New_Year_Longevity_2020_l_d.jpg,train_set/air_max_1/Nike_Air_Max_1_Chinese_New_Year_Longevity_2020_left.jpg,train_set/air_max_1/Nike_Air_Max_1_Chinese_New_Year_Longevity_2020_back.jpg,air_max_1
276,train_set/air_max/Nike_Air_Max_720_Pure_Platinum_right.jpg,train_set/air_max/Nike_Air_Max_720_Pure_Platinum_r_d.jpg,train_set/air_max/Nike_Air_Max_720_Pure_Platinum_straight.jpg,train_set/air_max/Nike_Air_Max_720_Pure_Platinum_l_d.jpg,train_set/air_max/Nike_Air_Max_720_Pure_Platinum_left.jpg,train_set/air_max/Nike_Air_Max_720_Pure_Platinum_back.jpg,air_max
311,train_set/basketball/Nike_LeBron_17_Lakers_right.jpg,train_set/basketball/Nike_LeBron_17_Lakers_r_d.jpg,train_set/basketball/Nike_LeBron_17_Lakers_straight.jpg,train_set/basketball/Nike_LeBron_17_Lakers_l_d.jpg,train_set/basketball/Nike_LeBron_17_Lakers_left.jpg,train_set/basketball/Nike_LeBron_17_Lakers_back.jpg,basketball
1379,train_set/other/Nike_Air_Fear_Of_God_Moccasin_Black6.jpg,train_set/other/Nike_Air_Fear_Of_God_Moccasin_Black7.jpg,train_set/other/Nike_Air_Fear_Of_God_Moccasin_Black8.jpg,train_set/other/Nike_Air_Fear_Of_God_Moccasin_Black9.jpg,train_set/other/Nike_Air_Fear_Of_God_Moccasin_Black10.jpg,train_set/other/Nike_Air_Fear_Of_God_Moccasin_Black11.jpg,other
980,train_set/air_force_1/Nike_Air_Force_1_Low_A_Cold_Wall_White6.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_A_Cold_Wall_White7.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_A_Cold_Wall_White8.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_A_Cold_Wall_White9.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_A_Cold_Wall_White10.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_A_Cold_Wall_White11.jpg,air_force_1
924,train_set/basketball/Nike_Air_More_Uptempo_Flax_right.jpg,train_set/basketball/Nike_Air_More_Uptempo_Flax_r_d.jpg,train_set/basketball/Nike_Air_More_Uptempo_Flax_straight.jpg,train_set/basketball/Nike_Air_More_Uptempo_Flax_l_d.jpg,train_set/basketball/Nike_Air_More_Uptempo_Flax_left.jpg,train_set/basketball/Nike_Air_More_Uptempo_Flax_back.jpg,basketball
589,train_set/air_max_97/Nike_Air_Max_97_UNDFTD_Black_right.jpg,train_set/air_max_97/Nike_Air_Max_97_UNDFTD_Black_r_d.jpg,train_set/air_max_97/Nike_Air_Max_97_UNDFTD_Black_straight.jpg,train_set/air_max_97/Nike_Air_Max_97_UNDFTD_Black_l_d.jpg,train_set/air_max_97/Nike_Air_Max_97_UNDFTD_Black_left.jpg,train_set/air_max_97/Nike_Air_Max_97_UNDFTD_Black_back.jpg,air_max_97
486,train_set/skateboarding/Nike_SB_Dunk_High_Black_Sheep_Hornet_right.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Black_Sheep_Hornet_r_d.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Black_Sheep_Hornet_straight.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Black_Sheep_Hornet_l_d.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Black_Sheep_Hornet_left.jpg,train_set/skateboarding/Nike_SB_Dunk_High_Black_Sheep_Hornet_back.jpg,skateboarding
157,train_set/skateboarding/Nike_Dunk_SB_Low_Staple_NYC_Pigeon_right.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Staple_NYC_Pigeon_r_d.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Staple_NYC_Pigeon_straight.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Staple_NYC_Pigeon_l_d.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Staple_NYC_Pigeon_left.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Staple_NYC_Pigeon_back.jpg,skateboarding
673,train_set/skateboarding/Nike_SB_Dunk_Low_Corduroy_Dusty_Peach_right.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Corduroy_Dusty_Peach_r_d.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Corduroy_Dusty_Peach_straight.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Corduroy_Dusty_Peach_l_d.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Corduroy_Dusty_Peach_left.jpg,train_set/skateboarding/Nike_SB_Dunk_Low_Corduroy_Dusty_Peach_back.jpg,skateboarding
414,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W_right.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W_r_d.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W_straight.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W_l_d.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W_left.jpg,train_set/air_max_97/Nike_Air_Max_97_Triple_Volt_W_back.jpg,air_max_97
668,train_set/basketball/Nike_Kyrie_5_Spongebob_Pineapple_House_GS_right.jpg,train_set/basketball/Nike_Kyrie_5_Spongebob_Pineapple_House_GS_r_d.jpg,train_set/basketball/Nike_Kyrie_5_Spongebob_Pineapple_House_GS_straight.jpg,train_set/basketball/Nike_Kyrie_5_Spongebob_Pineapple_House_GS_l_d.jpg,train_set/basketball/Nike_Kyrie_5_Spongebob_Pineapple_House_GS_left.jpg,train_set/basketball/Nike_Kyrie_5_Spongebob_Pineapple_House_GS_back.jpg,basketball
1261,train_set/skateboarding/Nike_Dunk_SB_Low_Blue_Lobster6.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Blue_Lobster7.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Blue_Lobster8.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Blue_Lobster9.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Blue_Lobster10.jpg,train_set/skateboarding/Nike_Dunk_SB_Low_Blue_Lobster11.jpg,skateboarding
197,train_set/basketball/Nike_LeBron_17_James_Gang_right.jpg,train_set/basketball/Nike_LeBron_17_James_Gang_r_d.jpg,train_set/basketball/Nike_LeBron_17_James_Gang_straight.jpg,train_set/basketball/Nike_LeBron_17_James_Gang_l_d.jpg,train_set/basketball/Nike_LeBron_17_James_Gang_left.jpg,train_set/basketball/Nike_LeBron_17_James_Gang_back.jpg,basketball
70,train_set/basketball/Nike_Adapt_BB_Black_Pure_Platinum_US_Charger_right.jpg,train_set/basketball/Nike_Adapt_BB_Black_Pure_Platinum_US_Charger_r_d.jpg,train_set/basketball/Nike_Adapt_BB_Black_Pure_Platinum_US_Charger_straight.jpg,train_set/basketball/Nike_Adapt_BB_Black_Pure_Platinum_US_Charger_l_d.jpg,train_set/basketball/Nike_Adapt_BB_Black_Pure_Platinum_US_Charger_left.jpg,train_set/basketball/Nike_Adapt_BB_Black_Pure_Platinum_US_Charger_back.jpg,basketball
358,train_set/air_force_1/Nike_Air_Force_1_'07_Black_White_Gum_right.jpg,train_set/air_force_1/Nike_Air_Force_1_'07_Black_White_Gum_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_'07_Black_White_Gum_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_'07_Black_White_Gum_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_'07_Black_White_Gum_left.jpg,train_set/air_force_1/Nike_Air_Force_1_'07_Black_White_Gum_back.jpg,air_force_1
1097,train_set/air_max/Nike_Air_Max_2090_Pure_Platinum6.jpg,train_set/air_max/Nike_Air_Max_2090_Pure_Platinum7.jpg,train_set/air_max/Nike_Air_Max_2090_Pure_Platinum8.jpg,train_set/air_max/Nike_Air_Max_2090_Pure_Platinum9.jpg,train_set/air_max/Nike_Air_Max_2090_Pure_Platinum10.jpg,train_set/air_max/Nike_Air_Max_2090_Pure_Platinum11.jpg,air_max
1157,train_set/air_max_97/Nike_Air_Max_97_Have_a_Nike_Day_GS6.jpg,train_set/air_max_97/Nike_Air_Max_97_Have_a_Nike_Day_GS7.jpg,train_set/air_max_97/Nike_Air_Max_97_Have_a_Nike_Day_GS8.jpg,train_set/air_max_97/Nike_Air_Max_97_Have_a_Nike_Day_GS9.jpg,train_set/air_max_97/Nike_Air_Max_97_Have_a_Nike_Day_GS10.jpg,train_set/air_max_97/Nike_Air_Max_97_Have_a_Nike_Day_GS11.jpg,air_max_97
990,train_set/air_force_1/Nike_Air_Force_1_Low_Travis_Scott_Cactus_Jack_TD6.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Travis_Scott_Cactus_Jack_TD7.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Travis_Scott_Cactus_Jack_TD8.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Travis_Scott_Cactus_Jack_TD9.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Travis_Scott_Cactus_Jack_TD10.jpg,train_set/air_force_1/Nike_Air_Force_1_Low_Travis_Scott_Cactus_Jack_TD11.jpg,air_force_1
1180,train_set/air_max_90/Nike_Air_Max_90_Atmos_We_Love_Nike_Bright_Crimson6.jpg,train_set/air_max_90/Nike_Air_Max_90_Atmos_We_Love_Nike_Bright_Crimson7.jpg,train_set/air_max_90/Nike_Air_Max_90_Atmos_We_Love_Nike_Bright_Crimson8.jpg,train_set/air_max_90/Nike_Air_Max_90_Atmos_We_Love_Nike_Bright_Crimson9.jpg,train_set/air_max_90/Nike_Air_Max_90_Atmos_We_Love_Nike_Bright_Crimson10.jpg,train_set/air_max_90/Nike_Air_Max_90_Atmos_We_Love_Nike_Bright_Crimson11.jpg,air_max_90
885,train_set/air_max/Nike_Air_Max_720_Saturn_White_Black_Red_right.jpg,train_set/air_max/Nike_Air_Max_720_Saturn_White_Black_Red_r_d.jpg,train_set/air_max/Nike_Air_Max_720_Saturn_White_Black_Red_straight.jpg,train_set/air_max/Nike_Air_Max_720_Saturn_White_Black_Red_l_d.jpg,train_set/air_max/Nike_Air_Max_720_Saturn_White_Black_Red_left.jpg,train_set/air_max/Nike_Air_Max_720_Saturn_White_Black_Red_back.jpg,air_max
270,train_set/running/Nike_Air_Skylon_2_Fear_of_God_White_right.jpg,train_set/running/Nike_Air_Skylon_2_Fear_of_God_White_r_d.jpg,train_set/running/Nike_Air_Skylon_2_Fear_of_God_White_straight.jpg,train_set/running/Nike_Air_Skylon_2_Fear_of_God_White_l_d.jpg,train_set/running/Nike_Air_Skylon_2_Fear_of_God_White_left.jpg,train_set/running/Nike_Air_Skylon_2_Fear_of_God_White_back.jpg,running
1170,train_set/air_max_97/Nike_Air_Max_97_Olympic_Rings_Pack_Black6.jpg,train_set/air_max_97/Nike_Air_Max_97_Olympic_Rings_Pack_Black7.jpg,train_set/air_max_97/Nike_Air_Max_97_Olympic_Rings_Pack_Black8.jpg,train_set/air_max_97/Nike_Air_Max_97_Olympic_Rings_Pack_Black9.jpg,train_set/air_max_97/Nike_Air_Max_97_Olympic_Rings_Pack_Black10.jpg,train_set/air_max_97/Nike_Air_Max_97_Olympic_Rings_Pack_Black11.jpg,air_max_97
149,train_set/air_max_vapormax/Nike_Air_VaporMax_Oreo_right.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Oreo_r_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Oreo_straight.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Oreo_l_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Oreo_left.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_Oreo_back.jpg,air_max_vapormax
248,train_set/running/Nike_Daybreak_Undercover_Bright_Citron_right.jpg,train_set/running/Nike_Daybreak_Undercover_Bright_Citron_r_d.jpg,train_set/running/Nike_Daybreak_Undercover_Bright_Citron_straight.jpg,train_set/running/Nike_Daybreak_Undercover_Bright_Citron_l_d.jpg,train_set/running/Nike_Daybreak_Undercover_Bright_Citron_left.jpg,train_set/running/Nike_Daybreak_Undercover_Bright_Citron_back.jpg,running
504,train_set/air_max_90/Nike_Air_Max_90_White_Photo_Blue_Total_Orange_right.jpg,train_set/air_max_90/Nike_Air_Max_90_White_Photo_Blue_Total_Orange_r_d.jpg,train_set/air_max_90/Nike_Air_Max_90_White_Photo_Blue_Total_Orange_straight.jpg,train_set/air_max_90/Nike_Air_Max_90_White_Photo_Blue_Total_Orange_l_d.jpg,train_set/air_max_90/Nike_Air_Max_90_White_Photo_Blue_Total_Orange_left.jpg,train_set/air_max_90/Nike_Air_Max_90_White_Photo_Blue_Total_Orange_back.jpg,air_max_90
912,train_set/running/Nike_React_Element_55_Spruce_Volt_right.jpg,train_set/running/Nike_React_Element_55_Spruce_Volt_r_d.jpg,train_set/running/Nike_React_Element_55_Spruce_Volt_straight.jpg,train_set/running/Nike_React_Element_55_Spruce_Volt_l_d.jpg,train_set/running/Nike_React_Element_55_Spruce_Volt_left.jpg,train_set/running/Nike_React_Element_55_Spruce_Volt_back.jpg,running
574,train_set/air_max_97/Nike_Air_Max_97_Leopard_Pack_Black_W_right.jpg,train_set/air_max_97/Nike_Air_Max_97_Leopard_Pack_Black_W_r_d.jpg,train_set/air_max_97/Nike_Air_Max_97_Leopard_Pack_Black_W_straight.jpg,train_set/air_max_97/Nike_Air_Max_97_Leopard_Pack_Black_W_l_d.jpg,train_set/air_max_97/Nike_Air_Max_97_Leopard_Pack_Black_W_left.jpg,train_set/air_max_97/Nike_Air_Max_97_Leopard_Pack_Black_W_back.jpg,air_max_97
942,train_set/basketball/Nike_KD_4_Think_16_Thunderstruck_right.jpg,train_set/basketball/Nike_KD_4_Think_16_Thunderstruck_r_d.jpg,train_set/basketball/Nike_KD_4_Think_16_Thunderstruck_straight.jpg,train_set/basketball/Nike_KD_4_Think_16_Thunderstruck_l_d.jpg,train_set/basketball/Nike_KD_4_Think_16_Thunderstruck_left.jpg,train_set/basketball/Nike_KD_4_Think_16_Thunderstruck_back.jpg,basketball
921,train_set/air_max/Nike_Air_Max_180_High_Ambush_Black_right.jpg,train_set/air_max/Nike_Air_Max_180_High_Ambush_Black_r_d.jpg,train_set/air_max/Nike_Air_Max_180_High_Ambush_Black_straight.jpg,train_set/air_max/Nike_Air_Max_180_High_Ambush_Black_l_d.jpg,train_set/air_max/Nike_Air_Max_180_High_Ambush_Black_left.jpg,train_set/air_max/Nike_Air_Max_180_High_Ambush_Black_back.jpg,air_max
1100,train_set/air_max/Nike_Air_Max_Plus_3_Hyper_Blue6.jpg,train_set/air_max/Nike_Air_Max_Plus_3_Hyper_Blue7.jpg,train_set/air_max/Nike_Air_Max_Plus_3_Hyper_Blue8.jpg,train_set/air_max/Nike_Air_Max_Plus_3_Hyper_Blue9.jpg,train_set/air_max/Nike_Air_Max_Plus_3_Hyper_Blue10.jpg,train_set/air_max/Nike_Air_Max_Plus_3_Hyper_Blue11.jpg,air_max
321,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Cream_Light_Bone_W_right.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Cream_Light_Bone_W_r_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Cream_Light_Bone_W_straight.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Cream_Light_Bone_W_l_d.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Cream_Light_Bone_W_left.jpg,train_set/air_max_vapormax/Nike_Air_VaporMax_2019_Cream_Light_Bone_W_back.jpg,air_max_vapormax
677,train_set/air_force_1/Nike_Air_Force_1_LX_Vandalised_White_W_right.jpg,train_set/air_force_1/Nike_Air_Force_1_LX_Vandalised_White_W_r_d.jpg,train_set/air_force_1/Nike_Air_Force_1_LX_Vandalised_White_W_straight.jpg,train_set/air_force_1/Nike_Air_Force_1_LX_Vandalised_White_W_l_d.jpg,train_set/air_force_1/Nike_Air_Force_1_LX_Vandalised_White_W_left.jpg,train_set/air_force_1/Nike_Air_Force_1_LX_Vandalised_White_W_back.jpg,air_force_1
645,train_set/air_max_97/Nike_Air_Max_97_Olympic_Rings_Pack_Yellow_right.jpg,train_set/air_max_97/Nike_Air_Max_97_Olympic_Rings_Pack_Yellow_r_d.jpg,train_set/air_max_97/Nike_Air_Max_97_Olympic_Rings_Pack_Yellow_straight.jpg,train_set/air_max_97/Nike_Air_Max_97_Olympic_Rings_Pack_Yellow_l_d.jpg,train_set/air_max_97/Nike_Air_Max_97_Olympic_Rings_Pack_Yellow_left.jpg,train_set/air_max_97/Nike_Air_Max_97_Olympic_Rings_Pack_Yellow_back.jpg,air_max_97
1380,train_set/other/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum6.jpg,train_set/other/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum7.jpg,train_set/other/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum8.jpg,train_set/other/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum9.jpg,train_set/other/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum10.jpg,train_set/other/Nike_Killshot_2_Leather_Sail_Oil_Grey_Gum11.jpg,other
845,train_set/air_max/Nike_Air_Max_270_Ultramarine_W_right.jpg,train_set/air_max/Nike_Air_Max_270_Ultramarine_W_r_d.jpg,train_set/air_max/Nike_Air_Max_270_Ultramarine_W_straight.jpg,train_set/air_max/Nike_Air_Max_270_Ultramarine_W_l_d.jpg,train_set/air_max/Nike_Air_Max_270_Ultramarine_W_left.jpg,train_set/air_max/Nike_Air_Max_270_Ultramarine_W_back.jpg,air_max
